setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
3.42, 2.86, -3.00, 83.39, 2.56
3.42, 2.88, -2.40, 69.94, 2.50
3.42, 2.90, -1.44, 61.87, 2.50
3.42, 2.92, -0.77, 45.73, 2.50
3.42, 2.94, 0.22, 34.97, 2.50
3.42, 2.96, 0.89, 37.66, 2.50
3.42, 2.98, 1.82, 34.97, 2.51
3.42, 3.00, 2.40, 24.21, 2.49
3.42, 3.02, 3.19, 26.90, 2.55
3.42, 3.04, 3.67, 34.97, 2.44
3.42, 3.06, 4.29, 21.52, 2.54
3.30, 3.07, 4.65, 26.90, 2.46
3.30, 3.09, 5.13, 32.28, 2.52
3.30, 3.11, 5.42, 24.21, 2.47
3.30, 3.13, 5.78, 24.21, 2.53
3.30, 3.15, 6.00, 32.28, 2.47
3.30, 3.17, 6.26, 26.90, 2.50
3.30, 3.19, 6.40, 18.83, 2.50
3.30, 3.21, 6.59, 29.59, 2.53
3.30, 3.23, 6.71, 26.90, 2.45
3.30, 3.24, 6.86, 18.83, 2.73
3.30, 3.26, 6.95, -285.14, 2.28
3.30, 3.28, 7.05, -825.83, 2.51
3.30, 3.29, 7.10, -1145.94, 2.48
3.30, 3.30, 7.12, -1170.15, 2.50
3.30, 3.31, 7.10, -995.30, 2.49
3.30, 3.31, 7.03, -737.06, 2.50
3.30, 3.31, 6.91, -489.58, 2.50
3.30, 3.31, 6.67, -260.93, 2.50
3.30, 3.31, 6.45, -48.42, 2.50
3.30, 3.30, 6.07, 69.94, 2.50
2.90, 3.30, 5.78, 134.50, 2.50
2.90, 3.30, 5.28, -1350.38, 2.50
2.90, 3.29, 4.92, -1280.44, 2.51
2.90, 3.28, 4.32, -868.87, 2.49
2.90, 3.26, 3.86, -570.28, 2.50
2.90, 3.24, 3.14, -373.91, 2.50
2.90, 3.23, 2.61, -252.86, 2.51
2.90, 3.21, 1.82, -177.54, 2.51
2.90, 3.19, 1.27, -139.88, 2.49
2.90, 3.17, 0.48, -102.22, 2.50
2.90, 3.15, 0.00, -78.01, 2.50
2.90, 3.13, -0.77, -69.94, 2.50
2.90, 3.12, -1.27, -67.25, 2.50
2.90, 3.10, -1.99, -48.42, 2.51
2.90, 3.08, -2.47, -48.42, 2.49
2.90, 3.06, -3.14, -53.80, 2.51
2.90, 3.04, -3.57, -43.04, 2.50
2.90, 3.02, -4.17, -40.35, 2.49
2.90, 3.00, -4.53, -45.73, 2.52
2.90, 2.98, -5.01, -43.04, 2.49
3.40, 2.96, -5.30, -34.97, 2.51
3.40, 2.95, -5.66, 2926.72, 2.48
3.40, 2.95, -5.85, 2733.04, 2.52
3.40, 2.95, -6.04, 1826.51, 2.48
3.40, 2.96, -6.07, 1164.77, 2.50
3.40, 2.97, -5.97, 750.51, 2.60
3.40, 2.99, -5.80, 484.20, 2.40
3.40, 3.01, -5.40, 328.18, 2.50
3.40, 3.02, -5.06, 217.89, 2.50
3.40, 3.04, -4.44, 142.57, 2.54
3.40, 3.06, -3.93, 102.22, 2.47
3.40, 3.08, -3.09, 80.70, 2.54
3.40, 3.10, -2.49, 59.18, 2.45
3.40, 3.11, -1.51, 40.35, 2.56
3.40, 3.13, -0.82, 43.04, 2.44
3.40, 3.15, 0.22, 43.04, 2.53
3.40, 3.17, 0.91, 26.90, 2.47
3.40, 3.19, 1.87, 26.90, 2.54
3.40, 3.21, 2.47, 34.97, 2.45
3.40, 3.23, 3.26, 26.90, 2.55
3.38, 3.25, 3.72, 21.52, 2.45
3.38, 3.27, 4.34, 32.28, 2.50
3.38, 3.29, 4.70, 24.21, 2.50
3.38, 3.31, 5.16, 18.83, 2.50
3.38, 3.33, 5.42, 26.90, 2.50
3.38, 3.34, 5.78, -236.72, 2.51
3.38, 3.36, 5.97, -788.17, 2.48
3.38, 3.38, 6.24, -1100.21, 2.50
3.38, 3.39, 6.35, -1143.25, 2.51
3.38, 3.39, 6.45, -1016.82, 2.49
3.38, 3.39, 6.47, -766.65, 2.50
3.38, 3.39, 6.40, -492.27, 2.50
3.38, 3.39, 6.31, -263.62, 2.50
3.38, 3.39, 6.07, -78.01, 2.50
3.38, 3.38, 5.85, 16.14, 2.50
3.38, 3.38, 5.47, 137.19, 2.50
3.38, 3.38, 5.18, 156.02, 2.50
3.38, 3.38, 4.70, 110.29, 2.54
3.38, 3.38, 4.34, 129.12, 2.47
3.38, 3.38, 3.81, 83.39, 2.54
3.40, 3.38, 3.43, 51.11, 2.47
3.40, 3.38, 2.88, 734.37, 2.50
3.40, 3.39, 2.54, 376.60, 2.51
3.40, 3.39, 2.11, 32.28, 2.56
3.40, 3.39, 1.87, -153.33, 2.45
3.40, 3.40, 1.56, -234.03, 2.48
3.40, 3.40, 1.41, -285.14, 2.52
3.40, 3.40, 1.25, -258.24, 2.49
3.40, 3.40, 1.15, -174.85, 2.51
3.40, 3.40, 1.06, -123.74, 2.50
3.40, 3.40, 0.98, -53.80, 3.05
3.40, 3.40, 0.94, -16.14, 1.94
3.40, 3.40, 0.91, 32.28, 2.50
3.40, 3.40, 0.86, 29.59, 2.50
3.40, 3.40, 0.84, 26.90, 2.50
3.40, 3.40, 0.79, 13.45, 2.50
3.40, 3.40, 0.74, 0.00, 2.53
3.40, 3.40, 0.67, 0.00, 2.52
3.40, 3.40, 0.62, 0.00, 2.44
3.40, 3.40, 0.53, 0.00, 2.53
3.10, 3.40, 0.46, 0.00, 2.47
3.10, 3.40, 0.38, -1503.71, 2.51
3.10, 3.39, 0.31, -1385.35, 2.49
3.10, 3.38, 0.19, -944.19, 2.50
3.10, 3.37, 0.10, -621.39, 2.50
3.10, 3.35, -0.07, -406.19, 2.50
3.10, 3.33, -0.24, -271.69, 2.59
3.10, 3.31, -0.53, -193.68, 2.41
3.10, 3.29, -0.77, -150.64, 2.52
3.10, 3.28, -1.15, -110.29, 2.52
3.10, 3.26, -1.44, -80.70, 2.47
3.10, 3.24, -1.89, -69.94, 2.53
3.10, 3.22, -2.23, -67.25, 2.48
3.10, 3.20, -2.76, -48.42, 2.52
3.10, 3.18, -3.12, -45.73, 2.49
3.10, 3.16, -3.67, -51.11, 2.50
3.10, 3.14, -4.03, 121.05, 2.49
3.10, 3.12, -4.53, 704.78, 2.52
3.10, 3.11, -4.84, 1065.24, 2.48
3.10, 3.10, -5.23, 1143.25, 2.52
3.16, 3.10, -5.42, 1054.48, 2.50
3.16, 3.09, -5.61, 1917.97, 2.48
3.16, 3.10, -5.68, 1600.55, 2.50
3.16, 3.11, -5.64, 1073.31, 2.50
3.16, 3.12, -5.52, 357.77, 2.51
3.16, 3.14, -5.18, -287.83, 2.49
3.16, 3.15, -4.89, -640.22, 2.64
3.16, 3.16, -4.36, -836.59, 2.35
3.16, 3.16, -3.96, -798.93, 2.51
3.16, 3.16, -3.31, -664.43, 2.50
3.16, 3.16, -2.85, -481.51, 2.50
3.16, 3.16, -2.18, -312.04, 2.50
3.16, 3.16, -1.75, -153.33, 2.49
3.16, 3.16, -1.15, 2.69, 2.51
3.16, 3.16, -0.79, 91.46, 2.49
3.16, 3.16, -0.34, 131.81, 2.49
3.16, 3.16, -0.10, 91.46, 2.51
3.16, 3.16, 0.14, 86.08, 2.50
3.16, 3.16, 0.24, 45.73, 2.50
3.16, 3.16, 0.29, 40.35, 2.56
3.35, 3.16, 0.31, -13.45, 2.43
3.35, 3.16, 0.26, 1466.05, 2.51
3.35, 3.17, 0.22, 1361.14, 2.52
3.35, 3.18, 0.19, 903.84, 2.54
3.35, 3.19, 0.22, 583.73, 2.43
3.35, 3.21, 0.31, 392.74, 2.55
3.35, 3.23, 0.43, 263.62, 2.46
3.35, 3.24, 0.70, 172.16, 2.49
3.35, 3.26, 0.89, 118.36, 2.50
3.35, 3.28, 1.27, 91.46, 2.51
3.35, 3.30, 1.53, 59.18, 2.51
3.35, 3.32, 1.99, -433.09, 2.52
3.35, 3.33, 2.33, -928.05, 2.46
3.35, 3.35, 2.83, -1132.49, 2.55
3.35, 3.35, 3.14, -1092.14, 2.44
3.35, 3.36, 3.60, -898.46, 2.55
3.35, 3.36, 3.84, -667.12, 2.45
3.35, 3.36, 4.10, -387.36, 2.55
3.35, 3.35, 4.20, -185.61, 2.45
3.35, 3.35, 4.24, -53.80, 2.57
2.77, 3.35, 4.20, 72.63, 2.43
2.77, 3.35, 4.03, -1307.34, 2.50
2.77, 3.34, 3.86, -1245.47, 2.50
2.77, 3.33, 3.53, -836.59, 2.54
2.77, 3.31, 3.21, -554.14, 2.46
2.77, 3.29, 2.64, -368.53, 2.50
2.77, 3.28, 2.21, -255.55, 2.50
2.77, 3.26, 1.51, -172.16, 2.49
2.77, 3.24, 1.03, -126.43, 2.50
2.77, 3.22, 0.29, -104.91, 2.50
2.77, 3.21, -0.19, -88.77, 2.50
2.77, 3.18, -0.91, -61.87, 2.50
2.77, 3.17, -1.39, -53.80, 2.50
2.77, 3.15, -2.11, -61.87, 2.50
2.77, 3.13, -2.57, -56.49, 2.50
2.77, 3.11, -3.24, -40.35, 2.51
2.77, 3.09, -3.65, -51.11, 2.51
2.77, 3.07, -4.24, -40.35, 2.54
2.77, 3.05, -4.58, -37.66, 2.44
2.77, 3.03, -5.06, -45.73, 2.50
2.73, 3.02, -5.32, -45.73, 2.50
2.73, 2.99, -5.68, -34.97, 2.52
2.73, 2.97, -5.90, -43.04, 2.55
2.73, 2.95, -6.19, -43.04, 2.44
2.73, 2.93, -6.33, -34.97, 2.50
2.73, 2.92, -6.55, -40.35, 2.50
2.73, 2.89, -6.67, -48.42, 2.51
2.73, 2.87, -6.83, -32.28, 2.55
2.73, 2.86, -6.93, -34.97, 2.44
2.73, 2.84, -7.05, -45.73, 2.50
2.73, 2.82, -7.12, -34.97, 2.53
2.73, 2.80, -7.19, -34.97, 2.49
2.73, 2.78, -7.24, -43.04, 2.50
2.73, 2.76, -7.31, 411.57, 2.50
2.73, 2.74, -7.36, 968.40, 2.50
2.73, 2.73, -7.39, 1170.15, 2.49
2.73, 2.72, -7.39, 1121.73, 2.50
2.73, 2.72, -7.31, 906.53, 2.50
2.73, 2.72, -7.24, 720.92, 2.48
2.73, 2.72, -7.03, 427.71, 2.54
2.94, 2.72, -6.83, 193.68, 2.45
2.94, 2.73, -6.50, 1318.10, 2.53
2.94, 2.73, -6.21, 1199.74, 2.47
2.94, 2.74, -5.88, 858.11, 2.50
2.94, 2.76, -5.30, 519.17, 2.50
2.94, 2.78, -4.84, 363.15, 2.50
2.94, 2.79, -4.08, 250.17, 2.50
2.94, 2.82, -3.21, 156.02, 2.59
2.94, 2.83, -2.59, 104.91, 2.42
2.94, 2.85, -1.65, 83.39, 2.52
2.94, 2.87, -1.03, 67.25, 2.46
2.94, 2.89, -0.10, 48.42, 2.54
2.94, 2.91, 0.50, -250.17, 2.45
2.94, 2.93, 1.37, -890.39, 2.53
2.94, 2.94, 1.92, -1086.76, 2.47
2.94, 2.95, 2.42, -1162.08, 2.50
2.94, 2.95, 3.09, -1014.13, 2.50
2.94, 2.95, 3.45, -745.13, 2.50
2.94, 2.95, 3.86, -454.61, 2.50
2.94, 2.95, 4.08, -190.99, 2.50
3.04, 2.95, 4.15, -34.97, 2.50
3.04, 2.95, 4.12, 1657.04, 2.51
3.04, 2.95, 4.05, 1630.14, 2.48
3.04, 2.96, 3.88, 1022.20, 2.51
3.04, 2.98, 3.76, 661.74, 2.51
3.04, 2.99, 3.57, 419.64, 2.50
3.04, 3.01, 3.45, -126.43, 2.69
3.04, 3.03, 3.29, -648.29, 2.31
3.04, 3.04, 3.21, -949.57, 2.50
3.04, 3.05, 3.12, -992.61, 2.50
3.04, 3.05, 3.09, -893.08, 2.50
3.04, 3.05, 3.07, -696.71, 2.50
3.04, 3.05, 3.07, -443.85, 2.51
3.04, 3.05, 3.09, -236.72, 2.50
3.04, 3.05, 3.09, -80.70, 2.49
3.04, 3.05, 3.09, 2.69, 2.52
3.04, 3.04, 3.05, 121.05, 2.49
3.04, 3.04, 2.95, 131.81, 2.52
3.04, 3.04, 2.83, 145.26, 2.49
3.04, 3.04, 2.61, 123.74, 2.52
3.04, 3.04, 2.42, 75.32, 2.50
3.04, 3.04, 2.11, 91.46, 2.48
3.04, 3.04, 1.87, 34.97, 2.56
3.04, 3.04, 1.56, -18.83, 2.46
3.04, 3.04, 1.37, -45.73, 2.48
3.04, 3.04, 1.10, -53.80, 2.50
3.04, 3.04, 0.94, -34.97, 2.90
3.04, 3.05, 0.77, -51.11, 2.08
3.04, 3.05, 0.67, -59.18, 2.51
3.04, 3.04, 0.55, 0.00, 2.50
3.04, 3.04, 0.48, 5.38, 2.49
3.04, 3.04, 0.43, 2.69, 2.50
3.04, 3.04, 0.36, 0.00, 2.50
3.04, 3.04, 0.31, 0.00, 2.50
3.04, 3.04, 0.29, 0.00, 2.54
3.04, 3.04, 0.24, 0.00, 2.49
3.04, 3.04, 0.22, 0.00, 2.45
3.04, 3.04, 0.19, 0.00, 2.52
3.04, 3.04, 0.17, 0.00, 2.47
3.04, 3.04, 0.14, 0.00, 2.54
3.27, 3.04, 0.12, 0.00, 2.46
3.27, 3.05, 0.10, 1501.02, 2.50
3.27, 3.05, 0.10, 1369.21, 2.51
3.27, 3.07, 0.14, 839.28, 2.52
3.27, 3.08, 0.19, 602.56, 2.48
3.27, 3.10, 0.36, 349.70, 2.52
3.27, 3.11, 0.50, 252.86, 2.48
3.27, 3.13, 0.67, 172.16, 2.50
3.27, 3.15, 0.98, 129.12, 2.50
3.27, 3.17, 1.37, 83.39, 2.57
3.27, 3.19, 1.65, 61.87, 2.43
3.27, 3.21, 2.11, 61.87, 2.51
3.27, 3.23, 2.42, -75.32, 2.51
3.27, 3.24, 2.95, -640.22, 2.51
3.27, 3.26, 3.31, -1024.89, 2.48
3.27, 3.27, 3.81, -1132.49, 2.52
3.27, 3.28, 4.12, -1059.86, 2.48
3.27, 3.28, 4.48, -841.97, 2.50
3.27, 3.28, 4.65, -597.18, 2.52
3.27, 3.28, 4.80, -363.15, 2.50
3.19, 3.28, 4.82, -145.26, 2.50
3.19, 3.27, 4.72, -1304.65, 2.50
3.19, 3.26, 4.60, -1226.64, 2.58
3.19, 3.25, 4.29, -825.83, 2.42
3.19, 3.24, 4.03, -546.07, 2.48
3.19, 3.22, 3.50, 37.66, 2.51
3.19, 3.21, 3.07, 575.66, 2.50
3.19, 3.20, 2.37, 887.70, 2.48
3.19, 3.18, 1.89, 997.99, 2.50
3.19, 3.18, 1.18, 879.63, 2.51
3.19, 3.18, 0.72, 726.30, 2.48
3.19, 3.18, 0.29, 497.65, 2.50
3.19, 3.18, -0.24, 258.24, 2.51
3.19, 3.18, -0.70, 75.32, 2.55
3.19, 3.18, -0.94, -37.66, 2.44
3.19, 3.19, -1.22, -110.29, 2.54
3.19, 3.19, -1.34, -153.33, 2.44
3.19, 3.19, -1.41, -94.15, 2.52
3.19, 3.19, -1.41, -104.91, 2.52
3.19, 3.19, -1.34, -75.32, 2.51
3.09, 3.19, -1.25, -43.04, 2.44
3.09, 3.18, -1.08, -1538.68, 2.53
3.09, 3.18, -0.96, -1355.76, 2.47
3.09, 3.17, -0.86, -909.22, 2.50
3.09, 3.15, -0.79, -556.83, 2.54
3.09, 3.13, -0.82, -153.33, 2.51
3.09, 3.12, -0.89, 344.32, 2.45
3.09, 3.10, -1.06, 836.59, 2.51
3.09, 3.09, -1.22, 997.99, 2.50
3.09, 3.09, -1.49, 944.19, 2.50
3.09, 3.08, -1.65, 798.93, 2.48
3.09, 3.08, -1.82, 575.66, 2.50
3.09, 3.09, -2.06, 344.32, 2.50
3.09, 3.09, -2.18, 139.88, 2.50
3.09, 3.09, -2.35, 0.00, 2.50
3.09, 3.09, -2.42, -56.49, 2.51
3.09, 3.09, -2.45, -99.53, 2.50
3.09, 3.09, -2.40, -121.05, 2.50
3.09, 3.09, -2.30, -107.60, 2.50
3.09, 3.10, -2.11, -86.08, 2.52
3.15, 3.10, -1.94, -59.18, 2.50
3.15, 3.10, -1.65, 1474.12, 2.50
3.15, 3.10, -1.46, 1388.04, 2.50
3.15, 3.11, -1.15, 755.89, 2.50
3.15, 3.13, -0.91, 8.07, 2.48
3.15, 3.14, -0.55, -486.89, 2.50
3.15, 3.15, -0.31, -710.16, 2.64
3.15, 3.16, 0.02, -780.10, 2.36
3.15, 3.16, 0.24, -710.16, 2.50
3.15, 3.16, 0.55, -556.83, 2.54
3.15, 3.16, 0.72, -425.02, 2.45
3.15, 3.16, 0.86, -255.55, 2.51
3.15, 3.16, 1.06, -69.94, 2.48
3.15, 3.16, 1.18, 21.52, 2.51
3.15, 3.16, 1.29, 72.63, 2.50
3.15, 3.15, 1.34, 115.67, 2.50
3.15, 3.15, 1.39, 91.46, 2.53
3.15, 3.15, 1.34, 88.77, 2.52
3.15, 3.15, 1.29, 61.87, 2.44
3.15, 3.15, 1.15, 51.11, 2.55
3.11, 3.15, 1.03, -16.14, 2.44
3.11, 3.15, 0.91, -1522.54, 2.52
3.11, 3.14, 0.72, -1089.45, 2.51
3.11, 3.13, 0.50, -223.27, 2.50
3.11, 3.12, 0.36, 239.41, 2.53
3.11, 3.12, 0.19, 473.44, 2.43
3.11, 3.11, 0.00, 594.49, 2.50
3.11, 3.11, -0.17, 572.97, 2.51
3.11, 3.10, -0.38, 476.13, 2.51
3.11, 3.10, -0.58, 371.22, 2.61
3.11, 3.10, -0.67, 263.62, 2.37
3.11, 3.11, -0.82, 99.53, 2.54
3.11, 3.11, -0.89, 5.38, 2.45
3.11, 3.11, -0.98, -48.42, 2.55
3.11, 3.11, -1.03, -107.60, 2.45
3.11, 3.11, -1.06, -72.63, 2.53
3.11, 3.11, -1.06, -83.39, 2.47
3.11, 3.11, -1.01, -69.94, 2.53
3.11, 3.11, -0.91, -56.49, 2.47
3.11, 3.11, -0.84, -2.69, 2.51
3.16, 3.11, -0.72, 13.45, 2.50
3.16, 3.11, -0.58, 1581.72, 2.53
3.16, 3.12, -0.48, 1183.60, 2.47
3.16, 3.13, -0.38, 403.50, 2.50
3.16, 3.14, -0.19, -142.57, 2.50
3.16, 3.15, -0.05, -478.82, 2.51
3.16, 3.16, 0.12, -653.67, 2.62
3.16, 3.16, 0.34, -634.84, 2.39
3.16, 3.16, 0.48, -562.21, 2.50
3.16, 3.16, 0.67, -384.67, 2.50
3.16, 3.16, 0.77, -271.69, 2.50
3.16, 3.16, 0.91, -110.29, 2.51
3.16, 3.16, 0.98, -18.83, 2.49
3.16, 3.16, 1.08, 64.56, 2.52
3.16, 3.16, 1.13, 115.67, 2.48
3.16, 3.16, 1.15, 75.32, 2.50
3.16, 3.16, 1.15, 61.87, 2.50
3.16, 3.16, 1.13, 18.83, 2.50
3.16, 3.16, 1.03, 2.69, 2.50
3.16, 3.16, 0.94, 2.69, 2.50
2.91, 3.16, 0.79, 2.69, 2.52
2.91, 3.16, 0.70, -1301.96, 2.47
2.91, 3.15, 0.55, -1479.50, 2.49
2.91, 3.13, 0.36, -930.74, 2.51
2.91, 3.12, 0.24, -659.05, 2.49
2.91, 3.11, 0.00, -408.88, 2.54
2.91, 3.09, -0.17, -285.14, 2.49
2.91, 3.08, -0.38, -215.20, 2.49
2.91, 3.06, -0.72, -156.02, 2.49
2.91, 3.04, -0.98, -107.60, 2.50
2.91, 3.02, -1.41, -86.08, 2.50
2.91, 3.00, -1.89, -69.94, 2.51
2.91, 2.98, -2.23, -59.18, 2.49
2.91, 2.96, -2.78, -59.18, 2.52
2.91, 2.94, -3.14, 139.88, 2.48
2.91, 2.92, -3.69, 823.14, 2.55
2.91, 2.91, -4.05, 1078.69, 2.44
2.91, 2.90, -4.51, 1143.25, 2.55
2.91, 2.89, -4.77, 1049.10, 2.45
2.91, 2.89, -4.96, 780.10, 2.53
3.15, 2.89, -5.16, 516.48, 2.47
3.15, 2.90, -5.18, 1514.47, 2.53
3.15, 2.91, -5.13, 1250.85, 2.47
3.15, 2.92, -5.01, 833.90, 2.50
3.15, 2.93, -4.68, 540.69, 2.50
3.15, 2.95, -4.39, 352.39, 2.50
3.15, 2.97, -3.81, 231.34, 2.51
3.15, 2.99, -3.12, 161.40, 2.53
3.15, 3.01, -2.59, 123.74, 2.48
3.15, 3.02, -2.04, 86.08, 2.49
3.15, 3.04, -1.15, 59.18, 2.49
3.15, 3.06, -0.53, 53.80, 2.51
3.15, 3.08, 0.36, 51.11, 2.50
3.15, 3.10, 0.96, 32.28, 2.52
3.15, 3.12, 1.82, -252.86, 2.48
3.15, 3.13, 2.37, -804.31, 2.50
3.15, 3.15, 3.12, -1108.28, 2.51
3.15, 3.16, 3.55, -1167.46, 2.49
3.15, 3.16, 4.08, -984.54, 2.50
3.15, 3.16, 4.36, -761.27, 2.52
2.91, 3.16, 4.63, -505.72, 2.49
2.91, 3.16, 4.72, -1503.71, 2.50
2.91, 3.15, 4.72, -1272.37, 2.51
2.91, 3.14, 4.63, -847.35, 2.51
2.91, 3.12, 4.36, -513.79, 2.54
2.91, 3.11, 4.10, -368.53, 2.44
2.91, 3.09, 3.55, -255.55, 2.50
2.91, 3.07, 3.14, -188.30, 2.50
2.91, 3.06, 2.40, -129.12, 2.50
2.91, 3.04, 1.85, -94.15, 2.51
2.91, 3.01, 0.98, -83.39, 2.54
2.91, 3.00, 0.38, -69.94, 2.46
2.91, 2.98, -0.48, -53.80, 2.49
2.91, 2.96, -1.06, -10.76, 2.51
2.91, 2.94, -1.89, 470.75, 2.48
2.91, 2.93, -2.45, 963.02, 2.50
2.91, 2.91, -3.17, 1145.94, 2.49
2.91, 2.91, -3.57, 1108.28, 2.51
2.91, 2.90, -4.08, 893.08, 2.50
2.91, 2.90, -4.34, 629.46, 2.54
3.31, 2.90, -4.58, 384.67, 2.45
3.31, 2.91, -4.65, 1374.59, 2.51
3.31, 2.92, -4.63, 1237.40, 2.49
3.31, 2.93, -4.51, 817.76, 2.53
3.31, 2.94, -4.22, 532.62, 2.47
3.31, 2.96, -3.93, 357.77, 2.50
3.31, 2.98, -3.38, 242.10, 2.54
3.31, 3.00, -2.95, 158.71, 2.47
3.31, 3.01, -2.18, 110.29, 2.50
3.31, 3.03, -1.63, 91.46, 2.50
3.31, 3.05, -0.77, 69.94, 2.50
3.31, 3.08, 0.07, 51.11, 2.57
3.31, 3.09, 0.67, 45.73, 2.43
3.31, 3.11, 1.22, 45.73, 2.55
3.31, 3.13, 2.06, 29.59, 2.45
3.31, 3.15, 2.59, 32.28, 2.56
3.31, 3.17, 3.31, 34.97, 2.44
3.31, 3.18, 3.74, 29.59, 2.54
3.31, 3.21, 4.34, 26.90, 2.46
3.31, 3.22, 4.70, 32.28, 2.52
3.06, 3.24, 5.16, 29.59, 2.48
3.06, 3.26, 5.42, -2894.44, 2.50
3.06, 3.26, 5.76, -2759.94, 2.50
3.06, 3.26, 5.88, -1823.82, 2.50
3.06, 3.24, 5.95, -1081.38, 2.53
3.06, 3.23, 5.90, -782.79, 2.47
3.06, 3.22, 5.66, -513.79, 2.50
3.06, 3.20, 5.40, -336.25, 2.50
3.06, 3.18, 4.89, -225.96, 2.52
3.06, 3.17, 4.48, -161.40, 2.49
3.06, 3.15, 3.74, -126.43, 2.50
3.06, 3.13, 3.19, -94.15, 2.51
3.06, 3.11, 2.30, -69.94, 2.50
3.06, 3.09, 1.65, 177.54, 2.51
3.06, 3.08, 0.62, 753.20, 2.50
3.06, 3.06, -0.05, 1076.00, 2.49
3.06, 3.05, -1.03, 1145.94, 2.49
3.06, 3.05, -1.61, 1019.51, 2.51
3.06, 3.04, -2.35, 745.13, 2.50
3.06, 3.04, -2.73, 511.10, 2.50
2.88, 3.05, -3.17, 301.28, 2.50
2.88, 3.05, -3.36, -1608.62, 2.50
2.88, 3.04, -3.50, -1560.20, 2.50
2.88, 3.03, -3.55, -971.09, 2.53
2.88, 3.02, -3.55, -696.71, 2.48
2.88, 3.00, -3.55, -465.37, 2.49
2.88, 2.98, -3.50, -274.38, 2.57
2.88, 2.96, -3.48, -207.13, 2.43
2.88, 2.95, -3.45, -147.95, 2.50
2.88, 2.92, -3.48, 94.15, 2.52
2.88, 2.91, -3.53, 535.31, 2.50
2.88, 2.89, -3.60, 960.33, 2.48
2.88, 2.88, -3.74, 1183.60, 2.49
2.88, 2.88, -3.88, 1076.00, 2.50
2.88, 2.87, -4.10, 809.69, 2.52
2.88, 2.87, -4.22, 586.42, 2.48
2.88, 2.87, -4.36, 328.18, 2.51
2.88, 2.88, -4.39, 115.67, 2.48
2.88, 2.88, -4.36, -29.59, 2.50
2.88, 2.88, -4.27, -110.29, 2.50
3.39, 2.88, -4.08, -145.26, 2.51
3.39, 2.89, -3.88, 1353.07, 2.49
3.39, 2.89, -3.53, 1275.06, 2.52
3.39, 2.91, -3.24, 850.04, 2.51
3.39, 2.92, -2.71, 548.76, 2.46
3.39, 2.94, -2.30, 363.15, 2.55
3.39, 2.96, -1.65, 247.48, 2.46
3.39, 2.97, -1.20, 177.54, 2.49
3.39, 2.99, -0.50, 121.05, 2.50
3.39, 3.01, -0.05, 83.39, 2.51
3.39, 3.03, 0.62, 69.94, 2.50
3.39, 3.05, 1.08, 61.87, 2.50
3.39, 3.07, 1.75, 40.35, 2.49
3.39, 3.09, 2.18, 37.66, 2.52
3.39, 3.11, 2.85, 37.66, 2.50
3.39, 3.13, 3.29, 32.28, 2.50
3.39, 3.14, 3.88, 24.21, 2.49
3.39, 3.16, 4.27, 29.59, 2.50
3.39, 3.18, 4.77, 26.90, 2.50
3.39, 3.20, 5.06, 21.52, 2.51
2.57, 3.22, 5.47, 26.90, 2.50
2.57, 3.24, 5.71, -2905.20, 2.50
2.57, 3.24, 5.97, -2762.63, 2.50
2.57, 3.24, 6.09, -1866.86, 2.50
2.57, 3.23, 6.12, -1191.67, 2.51
2.57, 3.21, 6.02, -777.41, 2.49
2.57, 3.20, 5.78, -505.72, 2.50
2.57, 3.18, 5.35, -317.42, 2.87
2.57, 3.16, 4.99, -239.41, 2.11
2.57, 3.14, 4.34, -156.02, 2.54
2.57, 3.13, 3.81, -121.05, 2.48
2.57, 3.11, 3.26, -88.77, 2.49
2.57, 3.09, 2.35, -80.70, 2.50
2.57, 3.07, 1.70, -67.25, 2.52
2.57, 3.05, 0.67, -51.11, 2.49
2.57, 3.03, -0.02, -48.42, 2.50
2.57, 3.01, -1.03, -53.80, 2.52
2.57, 3.00, -1.68, -37.66, 2.46
2.57, 2.97, -2.57, -40.35, 2.50
2.57, 2.96, -3.09, -45.73, 2.51
3.39, 2.94, -3.79, -40.35, 2.49
3.39, 2.92, -4.22, 2907.89, 2.50
3.39, 2.92, -4.72, 2730.35, 2.50
3.39, 2.93, -5.08, 1646.28, 2.57
3.39, 2.93, -5.20, 1172.84, 2.44
3.39, 2.95, -5.23, 755.89, 2.49
3.39, 2.96, -5.11, 489.58, 2.50
3.39, 2.98, -4.80, 287.83, 2.51
3.39, 3.00, -4.51, 212.51, 2.49
3.39, 3.01, -4.12, 145.26, 2.53
3.39, 3.03, -3.45, 112.98, 2.53
3.39, 3.05, -2.95, 88.77, 2.43
3.39, 3.07, -2.09, 59.18, 2.51
3.39, 3.09, -1.44, 51.11, 2.50
3.39, 3.11, -0.43, 43.04, 2.58
3.39, 3.13, 0.22, 37.66, 2.41
3.39, 3.14, 1.22, 29.59, 2.50
3.39, 3.16, 1.85, 37.66, 2.53
3.39, 3.18, 2.71, 29.59, 2.46
3.39, 3.20, 3.21, 24.21, 2.54
3.47, 3.22, 3.91, 29.59, 2.46
3.47, 3.24, 4.32, 32.28, 2.50
3.47, 3.26, 4.84, 18.83, 2.50
3.47, 3.28, 5.16, 29.59, 2.50
3.47, 3.30, 5.54, 34.97, 2.50
3.47, 3.32, 5.78, 21.52, 2.50
3.47, 3.34, 6.07, 24.21, 2.50
