setpoint [rad], position [rad], velocity [rad/s],acceleration [rad/s^2], current [mA], delta_t [ms]
3.27, 3.27, 0.77,nan, 59.18, 2.50
3.27, 3.27, 0.70,nan, -18.83, 2.50
3.14, 3.27, 0.62,nan, -21.52, 2.50
3.14, 3.27, 0.50,nan, -1522.54, 2.50
3.14, 3.26, 0.43,nan, -1406.87, 2.51
3.14, 3.25, 0.29,nan, -930.74, 2.49
3.14, 3.24, 0.17,nan, -599.87, 2.50
3.14, 3.22, -0.02,nan, -403.50, 2.50
3.14, 3.20, -0.19,nan, -269.00, 2.49
3.14, 3.18, -0.50,nan, -24.21, 2.50
3.14, 3.17, -0.72,nan, 551.45, 2.51
3.14, 3.15, -1.10,nan, 979.16, 2.53
3.14, 3.14, -1.37,nan, 1089.45, 2.46
3.14, 3.14, -1.75,nan, 981.85, 2.49
3.14, 3.14, -2.01,nan, 774.72, 2.55
3.14, 3.14, -2.35,nan, 505.72, 2.48
3.14, 3.14, -2.54,nan, 287.83, 2.47
3.14, 3.14, -2.78,nan, 88.77, 2.50
3.14, 3.14, -2.88,nan, -10.76, 2.55
3.14, 3.14, -2.95,nan, -102.22, 2.46
3.14, 3.14, -2.93,nan, -153.33, 2.49
3.14, 3.15, -2.81,nan, -107.60, 2.50
3.07, 3.15, -2.69,nan, -102.22, 2.54
3.07, 3.14, -2.45,nan, -1541.37, 2.46
3.07, 3.14, -2.25,nan, -1379.97, 2.52
3.07, 3.12, -1.97,nan, -909.22, 2.52
3.07, 3.11, -1.82,nan, -368.53, 2.52
3.07, 3.10, -1.65,nan, 293.21, 2.44
3.07, 3.08, -1.61,nan, 712.85, 2.51
3.07, 3.08, -1.58,nan, 866.18, 2.52
3.07, 3.07, -1.63,nan, 863.49, 2.50
3.07, 3.06, -1.70,nan, 699.40, 2.47
3.07, 3.06, -1.77,nan, 505.72, 2.50
3.07, 3.07, -1.87,nan, 309.35, 2.50
3.07, 3.07, -1.94,nan, 88.77, 2.50
3.07, 3.07, -2.01,nan, -24.21, 2.51
3.07, 3.07, -2.06,nan, -53.80, 2.49
3.07, 3.07, -2.09,nan, -64.56, 2.50
3.07, 3.07, -2.06,nan, -104.91, 2.51
3.07, 3.07, -1.99,nan, -94.15, 2.51
3.07, 3.07, -1.89,nan, -72.63, 2.50
3.07, 3.07, -1.68,nan, -37.66, 2.48
2.68, 3.07, -1.53,nan, 8.07, 2.50
2.68, 3.07, -1.29,nan, -1468.74, 2.49
2.68, 3.06, -1.15,nan, -1361.14, 2.50
2.68, 3.05, -0.98,nan, -898.46, 2.50
2.68, 3.04, -0.91,nan, -578.35, 2.50
2.68, 3.02, -0.91,nan, -384.67, 2.51
2.68, 3.00, -0.96,nan, -269.00, 2.51
2.68, 2.98, -1.13,nan, -193.68, 2.48
2.68, 2.97, -1.29,nan, -134.50, 2.52
2.68, 2.95, -1.61,nan, -99.53, 2.50
2.68, 2.93, -1.85,nan, -91.46, 2.50
2.68, 2.91, -2.28,nan, -83.39, 2.48
2.68, 2.89, -2.59,nan, -64.56, 2.50
2.68, 2.87, -3.07,nan, -59.18, 2.56
2.68, 2.85, -3.41,nan, -64.56, 2.44
2.68, 2.83, -3.93,nan, -59.18, 2.50
2.68, 2.82, -4.27,nan, -48.42, 2.80
2.68, 2.79, -4.75,nan, -56.49, 2.20
2.68, 2.78, -5.04,nan, -59.18, 2.50
2.68, 2.76, -5.42,nan, -48.42, 2.50
3.21, 2.74, -5.64,nan, -48.42, 2.50
3.21, 2.72, -5.95,nan, 2907.89, 2.50
3.21, 2.73, -6.24,nan, 1662.42, 5.51
3.21, 2.73, -6.24,nan, 1358.45, 1.10
3.21, 2.74, -6.24,nan, 1140.56, 0.97
3.21, 2.75, -6.09,nan, 720.92, 2.41
3.21, 2.76, -5.90,nan, 462.68, 2.53
3.21, 2.78, -5.47,nan, 312.04, 2.47
3.21, 2.80, -5.11,nan, 215.20, 2.53
3.21, 2.82, -4.44,nan, 145.26, 2.46
3.21, 2.83, -3.93,nan, 102.22, 2.50
3.21, 2.85, -3.09,nan, 86.08, 2.50
3.21, 2.87, -2.47,nan, 78.01, 2.50
3.21, 2.89, -1.49,nan, 53.80, 2.50
3.21, 2.91, -0.79,nan, 51.11, 2.50
3.21, 2.93, 0.26,nan, 53.80, 2.50
3.21, 2.95, 0.94,nan, 45.73, 2.52
3.21, 2.97, 1.89,nan, 37.66, 2.48
3.21, 2.99, 2.49,nan, 43.04, 2.49
3.21, 3.01, 3.26,nan, 45.73, 2.50
3.60, 3.03, 3.72,nan, 32.28, 2.50
3.60, 3.04, 4.32,nan, 37.66, 2.51
3.60, 3.06, 4.68,nan, 45.73, 2.49
3.60, 3.08, 5.13,nan, 40.35, 2.50
3.60, 3.10, 5.40,nan, 32.28, 2.52
3.60, 3.12, 5.76,nan, 40.35, 2.49
3.60, 3.14, 5.95,nan, 43.04, 2.52
3.60, 3.16, 6.19,nan, 29.59, 2.49
3.60, 3.18, 6.33,nan, 37.66, 2.51
3.60, 3.20, 6.52,nan, 43.04, 2.48
3.60, 3.21, 6.64,nan, 37.66, 2.53
3.60, 3.23, 6.79,nan, 32.28, 2.48
3.60, 3.25, 6.86,nan, 43.04, 2.51
3.60, 3.27, 6.95,nan, 40.35, 2.48
3.60, 3.29, 7.03,nan, 29.59, 2.51
3.60, 3.31, 7.10,nan, 40.35, 2.50
3.60, 3.33, 7.12,nan, 45.73, 2.56
3.60, 3.35, 7.19,nan, 34.97, 2.43
3.60, 3.37, 7.22,nan, 32.28, 2.50
3.60, 3.38, 7.27,nan, 43.04, 2.55
3.42, 3.40, 7.29,nan, 37.66, 2.44
3.42, 3.42, 7.31,nan, -2558.19, 2.50
3.42, 3.43, 7.31,nan, -1482.19, 2.50
3.42, 3.43, 7.24,nan, -868.87, 2.50
3.42, 3.43, 7.17,nan, -567.59, 2.50
3.42, 3.43, 6.95,nan, -330.87, 2.50
3.42, 3.43, 6.79,nan, -88.77, 2.50
3.42, 3.42, 6.43,nan, 13.45, 2.51
3.42, 3.42, 6.16,nan, 80.70, 2.49
3.42, 3.42, 5.71,nan, 123.74, 2.54
3.42, 3.42, 5.40,nan, 142.57, 2.45
3.42, 3.42, 4.84,nan, 129.12, 2.54
3.42, 3.42, 4.48,nan, 96.84, 2.51
3.42, 3.42, 3.88,nan, 59.18, 2.50
3.42, 3.42, 3.50,nan, 18.83, 2.50
3.42, 3.42, 2.93,nan, -16.14, 2.53
3.42, 3.42, 2.57,nan, -34.97, 2.44
3.42, 3.42, 2.09,nan, -21.52, 2.49
3.42, 3.42, 1.82,nan, -10.76, 2.50
3.42, 3.42, 1.49,nan, -16.14, 2.53
2.88, 3.42, 1.29,nan, -2.69, 2.51
2.88, 3.42, 1.06,nan, -1503.71, 2.46
2.88, 3.41, 0.91,nan, -1398.80, 2.54
2.88, 3.40, 0.70,nan, -925.36, 2.48
2.88, 3.38, 0.55,nan, -599.87, 2.53
2.88, 3.37, 0.29,nan, -400.81, 2.48
2.88, 3.35, 0.10,nan, -269.00, 2.50
2.88, 3.33, -0.24,nan, -177.54, 2.47
2.88, 3.31, -0.50,nan, -131.81, 2.57
2.88, 3.29, -0.94,nan, -110.29, 2.43
2.88, 3.28, -1.25,nan, -94.15, 2.50
2.88, 3.26, -1.73,nan, -72.63, 2.50
2.88, 3.24, -2.09,nan, -64.56, 2.57
2.88, 3.22, -2.64,nan, -67.25, 2.43
2.88, 3.20, -3.02,nan, -59.18, 2.52
2.88, 3.18, -3.60,nan, -51.11, 2.49
2.88, 3.16, -3.96,nan, -56.49, 2.56
2.88, 3.14, -4.46,nan, -56.49, 2.46
2.88, 3.12, -4.77,nan, -48.42, 2.48
2.88, 3.11, -5.18,nan, -48.42, 2.56
2.69, 3.09, -5.44,nan, -59.18, 2.44
2.69, 3.07, -5.76,nan, -48.42, 2.50
2.69, 3.05, -5.95,nan, -45.73, 2.50
2.69, 3.03, -6.19,nan, -56.49, 2.49
2.69, 3.01, -6.33,nan, -53.80, 2.51
2.69, 2.99, -6.52,nan, -45.73, 2.49
2.69, 2.97, -6.64,nan, -48.42, 2.50
2.69, 2.95, -6.79,nan, -59.18, 2.51
2.69, 2.94, -6.86,nan, -48.42, 2.50
2.69, 2.92, -6.95,nan, -45.73, 2.53
2.69, 2.90, -7.03,nan, -56.49, 2.50
2.69, 2.88, -7.10,nan, -51.11, 2.46
2.69, 2.86, -7.15,nan, -45.73, 2.58
2.69, 2.84, -7.22,nan, -53.80, 2.46
2.69, 2.82, -7.24,nan, -56.49, 2.48
2.69, 2.80, -7.29,nan, -43.04, 2.51
2.69, 2.78, -7.31,nan, -45.73, 2.52
2.69, 2.76, -7.36,nan, -53.80, 2.48
2.69, 2.74, -7.39,nan, -51.11, 2.47
2.69, 2.73, -7.41,nan, 303.97, 2.51
2.94, 2.71, -7.41,nan, 874.25, 2.55
2.94, 2.70, -7.41,nan, 2770.70, 2.44
2.94, 2.70, -7.39,nan, 2318.78, 2.50
2.94, 2.71, -7.27,nan, 1514.47, 2.50
2.94, 2.72, -7.10,nan, 941.50, 2.63
2.94, 2.73, -6.74,nan, 594.49, 2.40
2.94, 2.75, -6.40,nan, 392.74, 2.46
2.94, 2.77, -5.83,nan, 266.31, 2.53
2.94, 2.78, -5.35,nan, 188.30, 2.48
2.94, 2.80, -4.56,nan, 126.43, 2.55
2.94, 2.82, -3.98,nan, 91.46, 2.45
2.94, 2.84, -3.05,nan, 80.70, 2.47
2.94, 2.86, -2.35,nan, 67.25, 2.53
2.94, 2.88, -1.29,nan, 45.73, 2.49
2.94, 2.90, -0.58,nan, -99.53, 2.50
2.94, 2.91, 0.48,nan, -656.36, 2.56
2.94, 2.93, 1.15,nan, -1057.17, 2.45
2.94, 2.94, 2.06,nan, -1140.56, 2.49
2.94, 2.94, 2.59,nan, -989.92, 2.49
2.94, 2.95, 3.21,nan, -766.65, 2.49
3.04, 2.95, 3.53,nan, -497.65, 2.52
3.04, 2.95, 3.84,nan, 1487.57, 2.50
3.04, 2.95, 3.98,nan, 1439.15, 2.48
3.04, 2.97, 4.08,nan, 949.57, 2.52
3.04, 2.98, 4.12,nan, 607.94, 2.49
3.04, 3.00, 4.12,nan, 373.91, 2.49
3.04, 3.01, 4.12,nan, -158.71, 2.50
3.04, 3.03, 4.12,nan, -683.26, 2.50
3.04, 3.04, 4.10,nan, -987.23, 2.51
3.04, 3.05, 4.03,nan, -984.54, 2.50
3.04, 3.05, 3.98,nan, -844.66, 2.50
3.04, 3.05, 3.91,nan, -667.12, 2.50
3.04, 3.05, 3.84,nan, -387.36, 2.50
3.04, 3.05, 3.74,nan, -177.54, 2.55
3.04, 3.05, 3.69,nan, -24.21, 2.43
3.04, 3.05, 3.57,nan, 61.87, 2.50
3.04, 3.04, 3.50,nan, 94.15, 2.50
3.04, 3.04, 3.31,nan, 137.19, 2.51
3.04, 3.04, 3.14,nan, 131.81, 2.49
3.04, 3.04, 2.85,nan, 104.91, 2.50
2.99, 3.04, 2.64,nan, 67.25, 2.50
2.99, 3.04, 2.28,nan, -1517.16, 2.51
2.99, 3.03, 2.01,nan, -1406.87, 2.54
2.99, 3.02, 1.63,nan, -624.08, 2.50
2.99, 3.01, 1.34,nan, 53.80, 2.48
2.99, 3.00, 0.91,nan, 476.13, 2.52
2.99, 2.99, 0.62,nan, 747.82, 2.45
2.99, 2.98, 0.24,nan, 742.44, 2.50
2.99, 2.98, 0.00,nan, 645.60, 2.50
2.99, 2.98, -0.31,nan, 470.75, 2.52
2.99, 2.98, -0.50,nan, 285.14, 2.48
2.99, 2.98, -0.74,nan, 129.12, 2.54
2.99, 2.98, -0.86,nan, 53.80, 2.50
2.99, 2.98, -1.03,nan, -40.35, 2.50
2.99, 2.99, -1.13,nan, -56.49, 2.46
2.99, 2.99, -1.20,nan, -110.29, 2.50
2.99, 2.99, -1.22,nan, -91.46, 2.53
2.99, 2.99, -1.20,nan, -40.35, 2.47
2.99, 2.99, -1.15,nan, -45.73, 2.54
2.99, 2.99, -1.01,nan, -5.38, 2.46
2.88, 2.99, -0.91,nan, 0.00, 2.50
2.88, 2.98, -0.74,nan, -1517.16, 2.50
2.88, 2.98, -0.65,nan, -1355.76, 2.50
2.88, 2.96, -0.58,nan, -901.15, 2.53
2.88, 2.95, -0.55,nan, -583.73, 2.48
2.88, 2.93, -0.60,nan, -384.67, 2.48
2.88, 2.92, -0.70,nan, 18.83, 2.50
2.88, 2.90, -0.91,nan, 575.66, 2.50
2.88, 2.89, -1.10,nan, 965.71, 2.51
2.88, 2.88, -1.39,nan, 1038.34, 2.50
2.88, 2.87, -1.61,nan, 922.67, 2.49
2.88, 2.87, -1.92,nan, 667.12, 2.50
2.88, 2.87, -2.09,nan, 446.54, 2.50
2.88, 2.87, -2.33,nan, 244.79, 2.48
2.88, 2.87, -2.45,nan, 88.77, 2.54
2.88, 2.88, -2.59,nan, -56.49, 2.48
2.88, 2.88, -2.64,nan, -91.46, 2.51
2.88, 2.88, -2.64,nan, -129.12, 2.48
2.88, 2.88, -2.57,nan, -115.67, 2.50
2.88, 2.88, -2.42,nan, -96.84, 2.51
3.85, 2.88, -2.25,nan, -51.11, 2.50
3.85, 2.88, -1.99,nan, 1509.09, 2.50
3.85, 2.89, -1.77,nan, 1388.04, 2.51
3.85, 2.90, -1.41,nan, 922.67, 2.51
3.85, 2.92, -1.15,nan, 594.49, 2.47
3.85, 2.93, -0.74,nan, 392.74, 2.50
3.85, 2.95, -0.46,nan, 255.55, 2.51
3.85, 2.97, 0.00,nan, 172.16, 2.49
3.85, 2.99, 0.29,nan, 129.12, 2.50
3.85, 3.01, 0.79,nan, 104.91, 2.52
3.85, 3.02, 1.13,nan, 78.01, 2.48
3.85, 3.04, 1.65,nan, 61.87, 2.50
3.85, 3.06, 2.01,nan, 59.18, 2.50
3.85, 3.08, 2.59,nan, 59.18, 2.52
3.85, 3.10, 2.97,nan, 45.73, 2.49
3.85, 3.12, 3.55,nan, 45.73, 2.50
3.85, 3.13, 3.91,nan, 48.42, 2.51
3.85, 3.15, 4.44,nan, 40.35, 2.48
3.85, 3.17, 4.75,nan, 34.97, 2.50
3.85, 3.19, 5.16,nan, 40.35, 2.49
2.35, 3.21, 5.42,nan, 45.73, 2.54
2.35, 3.23, 5.73,nan, -2926.72, 2.48
2.35, 3.23, 5.92,nan, -2854.09, 2.48
2.35, 3.22, 6.07,nan, -1799.61, 2.49
2.35, 3.21, 6.07,nan, -1121.73, 2.50
2.35, 3.20, 5.95,nan, -715.54, 2.50
2.35, 3.18, 5.76,nan, -462.68, 2.51
2.35, 3.17, 5.35,nan, -306.66, 2.54
2.35, 3.15, 4.99,nan, -209.82, 2.51
2.35, 3.13, 4.34,nan, -158.71, 2.45
2.35, 3.11, 3.84,nan, -121.05, 2.50
2.35, 3.10, 3.02,nan, -91.46, 2.50
2.35, 3.08, 2.40,nan, -75.32, 2.53
2.35, 3.06, 1.41,nan, -75.32, 2.46
2.35, 3.04, 0.72,nan, -61.87, 2.50
2.35, 3.02, -0.29,nan, -53.80, 2.51
2.35, 3.00, -0.96,nan, -61.87, 2.51
2.35, 2.98, -1.92,nan, -59.18, 2.48
2.35, 2.96, -2.49,nan, -48.42, 2.50
2.35, 2.95, -3.26,nan, -51.11, 2.51
3.22, 2.93, -3.72,nan, -59.18, 2.50
3.22, 2.91, -4.32,nan, 2918.65, 2.55
3.22, 2.91, -4.65,nan, 2805.67, 2.46
3.22, 2.91, -4.99,nan, 1788.85, 2.50
3.22, 2.92, -5.13,nan, 1100.21, 2.52
3.22, 2.94, -5.16,nan, 691.33, 2.46
3.22, 2.95, -5.06,nan, 446.54, 2.52
3.22, 2.97, -4.77,nan, 295.90, 2.48
3.22, 2.99, -4.48,nan, 209.82, 2.50
3.22, 3.01, -3.93,nan, 156.02, 2.52
3.22, 3.02, -3.48,nan, 107.60, 2.48
3.22, 3.04, -2.71,nan, 78.01, 2.50
3.22, 3.06, -2.13,nan, 72.63, 2.51
3.22, 3.08, -1.20,nan, 67.25, 2.51
3.22, 3.10, -0.53,nan, 45.73, 2.48
3.22, 3.12, 0.46,nan, 48.42, 2.51
3.22, 3.14, 1.44,nan, 37.66, 3.65
3.22, 3.15, 2.04,nan, 43.04, 1.33
3.22, 3.17, 2.59,nan, 16.14, 2.51
3.22, 3.19, 3.36,nan, -422.33, 2.53
3.06, 3.21, 3.79,nan, -909.22, 2.46
3.06, 3.22, 4.36,nan, -2698.07, 2.51
3.06, 3.22, 4.65,nan, -2294.57, 2.50
3.06, 3.21, 4.94,nan, -1498.33, 2.50
3.06, 3.20, 5.04,nan, -949.57, 2.50
3.06, 3.18, 4.99,nan, -610.63, 2.50
3.06, 3.16, 4.87,nan, -400.81, 2.50
3.06, 3.15, 4.51,nan, -269.00, 2.50
3.06, 3.13, 4.17,nan, -193.68, 2.50
3.06, 3.11, 3.57,nan, -142.57, 2.50
3.06, 3.10, 3.09,nan, 91.46, 2.51
3.06, 3.08, 2.30,nan, 650.98, 2.48
3.06, 3.07, 1.70,nan, 1003.37, 2.59
3.06, 3.05, 0.79,nan, 1116.35, 2.90
3.06, 3.05, 0.19,nan, 987.23, 2.01
3.06, 3.05, -0.65,nan, 772.03, 2.50
3.06, 3.05, -1.15,nan, 492.27, 2.50
3.06, 3.05, -1.77,nan, 295.90, 2.50
3.06, 3.05, -2.09,nan, 80.70, 2.50
3.06, 3.05, -2.40,nan, -67.25, 2.51
2.57, 3.06, -2.54,nan, -104.91, 3.19
2.57, 3.06, -2.57,nan, -1396.11, 1.80
2.57, 3.05, -2.54,nan, -1562.89, 2.51
2.57, 3.04, -2.45,nan, -1051.79, 2.48
2.57, 3.03, -2.37,nan, -683.26, 2.58
2.57, 3.01, -2.25,nan, -446.54, 2.47
2.57, 2.99, -2.18,nan, -293.21, 2.46
2.57, 2.97, -2.16,nan, -207.13, 2.52
2.57, 2.96, -2.16,nan, -158.71, 2.52
2.57, 2.94, -2.28,nan, -118.36, 2.54
2.57, 2.92, -2.40,nan, -88.77, 2.45
2.57, 2.90, -2.64,nan, -80.70, 2.49
2.57, 2.88, -2.88,nan, -78.01, 2.50
2.57, 2.86, -3.26,nan, -59.18, 2.50
2.57, 2.84, -3.55,nan, -56.49, 2.50
2.57, 2.82, -4.03,nan, -61.87, 2.50
2.57, 2.81, -4.34,nan, -59.18, 2.50
2.57, 2.78, -4.80,nan, -48.42, 2.49
2.57, 2.77, -5.06,nan, -51.11, 2.50
2.57, 2.75, -5.44,nan, -59.18, 2.53
3.41, 2.73, -5.66,nan, -43.04, 2.45
3.41, 2.71, -5.97,nan, 2902.51, 2.53
3.41, 2.71, -6.12,nan, 2738.42, 2.47
3.41, 2.71, -6.26,nan, 1780.78, 2.49
3.41, 2.72, -6.26,nan, 1140.56, 2.50
3.41, 2.74, -6.12,nan, 723.61, 2.50
3.41, 2.75, -5.92,nan, 470.75, 2.53
3.41, 2.77, -5.49,nan, 306.66, 2.47
3.41, 2.79, -5.11,nan, 201.75, 2.50
3.41, 2.81, -4.46,nan, 142.57, 2.53
3.41, 2.83, -3.93,nan, 112.98, 2.48
3.41, 2.84, -3.09,nan, 88.77, 2.50
3.41, 2.86, -2.49,nan, 61.87, 2.51
3.41, 2.88, -1.49,nan, 59.18, 2.53
3.41, 2.90, -0.79,nan, 61.87, 2.46
3.41, 2.92, 0.24,nan, 48.42, 2.50
3.41, 2.94, 0.94,nan, 40.35, 2.49
3.41, 2.96, 1.89,nan, 45.73, 2.53
3.41, 2.98, 2.49,nan, 48.42, 2.47
3.41, 3.00, 3.26,nan, 34.97, 2.55
3.14, 3.01, 3.72,nan, 40.35, 2.48
3.14, 3.03, 4.32,nan, -607.94, 2.48
3.14, 3.05, 4.65,nan, 260.93, 2.50
3.14, 3.06, 5.11,nan, 258.24, 2.50
3.14, 3.08, 5.35,nan, 177.54, 2.50
3.14, 3.10, 5.66,nan, -26.90, 2.59
3.14, 3.12, 5.85,nan, -570.28, 2.41
3.14, 3.13, 6.04,nan, -992.61, 2.53
3.14, 3.14, 6.16,nan, -1041.03, 2.48
3.14, 3.14, 6.24,nan, -997.99, 2.53
3.14, 3.15, 6.26,nan, -747.82, 2.46
3.14, 3.15, 6.19,nan, -524.55, 2.50
3.14, 3.15, 6.07,nan, -287.83, 2.51
3.14, 3.14, 5.85,nan, -131.81, 2.55
3.14, 3.14, 5.64,nan, 8.07, 2.45
3.14, 3.14, 5.28,nan, 134.50, 2.54
3.14, 3.14, 5.01,nan, 158.71, 2.46
3.14, 3.14, 4.56,nan, 104.91, 2.51
3.14, 3.14, 4.24,nan, 107.60, 2.50
3.14, 3.14, 3.72,nan, 86.08, 2.49
2.99, 3.14, 3.38,nan, 16.14, 2.50
2.99, 3.14, 2.85,nan, -1511.78, 2.51
2.99, 3.13, 2.52,nan, -1423.01, 2.49
2.99, 3.12, 2.01,nan, -941.50, 2.49
2.99, 3.10, 1.70,nan, -613.32, 2.50
2.99, 3.09, 1.20,nan, -408.88, 2.50
2.99, 3.07, 0.86,nan, -277.07, 2.50
2.99, 3.05, 0.36,nan, -180.23, 2.50
2.99, 3.04, 0.00,nan, -134.50, 2.50
2.99, 3.02, -0.50,nan, 373.91, 2.50
2.99, 3.00, -0.86,nan, 847.35, 2.50
2.99, 2.99, -1.39,nan, 1100.21, 2.50
2.99, 2.98, -1.75,nan, 1043.72, 2.53
2.99, 2.98, -2.23,nan, 863.49, 2.49
2.99, 2.98, -2.54,nan, 650.98, 2.49
2.99, 2.98, -2.90,nan, 392.74, 2.49
2.99, 2.98, -3.09,nan, 180.23, 2.49
2.99, 2.98, -3.29,nan, 48.42, 2.50
2.99, 2.98, -3.33,nan, -69.94, 2.50
2.99, 2.99, -3.31,nan, -104.91, 2.50
3.22, 2.99, -3.24,nan, -145.26, 2.50
3.22, 2.99, -3.02,nan, 1398.80, 2.50
3.22, 3.00, -2.83,nan, 1299.27, 2.50
3.22, 3.01, -2.47,nan, 852.73, 2.50
3.22, 3.03, -2.16,nan, 548.76, 2.51
3.22, 3.04, -1.63,nan, 360.46, 2.49
3.22, 3.06, -1.25,nan, 244.79, 2.50
3.22, 3.08, -0.65,nan, 174.85, 2.54
3.22, 3.09, -0.24,nan, 129.12, 2.46
3.22, 3.11, 0.36,nan, 88.77, 2.53
3.22, 3.13, 0.77,nan, 72.63, 2.46
3.22, 3.15, 1.39,nan, 69.94, 2.53
3.22, 3.17, 1.80,nan, 56.49, 2.47
3.22, 3.19, 2.42,nan, -188.30, 2.53
3.22, 3.20, 2.83,nan, -777.41, 2.46
3.22, 3.22, 3.43,nan, -1084.07, 2.52
3.22, 3.22, 3.79,nan, -1116.35, 2.49
3.22, 3.23, 4.22,nan, -957.64, 2.50
3.22, 3.23, 4.46,nan, -728.99, 2.53
3.22, 3.23, 4.68,nan, -462.68, 2.50
3.68, 3.23, 4.75,nan, -266.31, 2.47
3.68, 3.23, 4.75,nan, 1581.72, 2.50
3.68, 3.24, 4.70,nan, 1517.16, 2.50
3.68, 3.25, 4.56,nan, 992.61, 2.54
3.68, 3.26, 4.44,nan, 632.15, 2.46
3.68, 3.28, 4.27,nan, 416.95, 2.53
3.68, 3.30, 4.15,nan, 279.76, 2.47
3.68, 3.31, 4.00,nan, 193.68, 2.52
3.68, 3.33, 3.93,nan, 134.50, 2.48
3.68, 3.35, 3.84,nan, 99.53, 2.55
3.68, 3.37, 3.84,nan, 83.39, 2.45
3.68, 3.39, 3.91,nan, 69.94, 2.50
3.68, 3.41, 3.98,nan, 51.11, 2.50
3.68, 3.43, 4.20,nan, 51.11, 2.53
3.68, 3.45, 4.39,nan, 51.11, 2.47
3.68, 3.46, 4.72,nan, 43.04, 2.51
3.68, 3.48, 4.96,nan, 37.66, 2.49
3.68, 3.50, 5.30,nan, 45.73, 2.50
3.68, 3.52, 5.52,nan, 48.42, 2.49
3.68, 3.54, 5.83,nan, 32.28, 2.50
3.08, 3.56, 6.00,nan, 37.66, 2.50
3.08, 3.57, 6.21,nan, -2932.10, 2.50
3.08, 3.58, 6.33,nan, -2743.80, 2.50
3.08, 3.57, 6.43,nan, -1850.72, 2.50
3.08, 3.56, 6.40,nan, -1162.08, 2.51
3.08, 3.55, 6.21,nan, -745.13, 2.50
3.08, 3.53, 6.00,nan, -484.20, 2.53
3.08, 3.52, 5.56,nan, -325.49, 2.47
3.08, 3.50, 5.18,nan, -228.65, 2.51
3.08, 3.48, 4.51,nan, -158.71, 2.49
3.08, 3.46, 3.98,nan, -115.67, 2.50
3.08, 3.44, 3.14,nan, -94.15, 2.50
3.08, 3.43, 2.52,nan, -88.77, 2.50
3.08, 3.41, 1.53,nan, -67.25, 2.55
3.08, 3.39, 0.84,nan, -59.18, 2.45
3.08, 3.37, -0.19,nan, -64.56, 2.50
3.08, 3.35, -0.89,nan, -56.49, 2.50
3.08, 3.33, -1.85,nan, -48.42, 2.51
3.08, 3.31, -2.42,nan, -48.42, 2.50
3.08, 3.29, -3.19,nan, -56.49, 2.64
3.07, 3.27, -3.67,nan, -45.73, 2.35
3.07, 3.25, -4.27,nan, -48.42, 2.55
3.07, 3.24, -4.63,nan, -53.80, 2.45
3.07, 3.22, -5.08,nan, -51.11, 2.52
3.07, 3.20, -5.35,nan, -43.04, 2.51
3.07, 3.18, -5.68,nan, -51.11, 2.49
3.07, 3.16, -5.90,nan, -53.80, 2.51
3.07, 3.14, -6.14,nan, -40.35, 2.49
3.07, 3.12, -6.31,nan, -45.73, 2.47
3.07, 3.10, -6.50,nan, 338.94, 2.50
3.07, 3.09, -6.59,nan, 823.14, 2.50
3.07, 3.08, -6.74,nan, 1073.31, 2.50
3.07, 3.07, -6.79,nan, 1132.49, 2.56
3.07, 3.06, -6.79,nan, 930.74, 2.47
3.07, 3.06, -6.74,nan, 653.67, 2.47
3.07, 3.06, -6.59,nan, 438.47, 2.51
3.07, 3.06, -6.45,nan, 196.37, 2.48
3.07, 3.06, -6.16,nan, 59.18, 2.52
3.07, 3.07, -5.92,nan, -75.32, 2.48
2.84, 3.07, -5.66,nan, -112.98, 2.44
2.84, 3.07, -5.20,nan, -1710.84, 2.56
2.84, 3.06, -4.72,nan, -1388.04, 2.55
2.84, 3.05, -4.39,nan, -906.53, 2.45
2.84, 3.03, -3.96,nan, -583.73, 2.50
2.84, 3.02, -3.69,nan, -392.74, 2.51
2.84, 3.00, -3.38,nan, -266.31, 2.50
2.84, 2.98, -3.21,nan, -182.92, 2.50
2.84, 2.96, -3.09,nan, -131.81, 2.53
2.84, 2.94, -3.09,nan, -104.91, 2.48
2.84, 2.93, -3.17,nan, -94.15, 2.48
2.84, 2.91, -3.26,nan, -75.32, 2.50
2.84, 2.89, -3.53,nan, 5.38, 2.50
2.84, 2.87, -3.74,nan, 538.00, 2.50
2.84, 2.85, -4.12,nan, 960.33, 2.55
2.84, 2.84, -4.39,nan, 1140.56, 2.45
2.84, 2.84, -4.75,nan, 1043.72, 2.51
2.84, 2.83, -4.92,nan, 793.55, 2.50
2.84, 2.83, -5.11,nan, 554.14, 2.55
2.84, 2.83, -5.16,nan, 338.94, 2.45
2.84, 2.84, -5.13,nan, 164.09, 2.50
3.23, 2.84, -5.06,nan, -13.45, 2.50
3.23, 2.84, -4.84,nan, 1315.41, 2.50
3.23, 2.85, -4.65,nan, 1207.81, 2.50
3.23, 2.86, -4.27,nan, 796.24, 2.49
3.23, 2.88, -3.93,nan, 513.79, 2.50
3.23, 2.89, -3.31,nan, 336.25, 2.53
3.23, 2.91, -2.85,nan, 234.03, 2.47
3.23, 2.93, -2.09,nan, 169.47, 2.53
3.23, 2.95, -1.56,nan, 118.36, 2.47
3.23, 2.97, -0.74,nan, 86.08, 2.51
3.23, 2.99, -0.19,nan, 75.32, 2.49
3.23, 3.01, 0.58,nan, 67.25, 2.51
